,Age,Assets_Rs,Constituency,Criminal_Cases,Education,Liabilities_Rs,Link,Name,Party,State,Winner,Year
11,51,235000,Bangalore Central,0,Post Graduate,0,candidate.php?candidate_id=1745,E.Ramakrishnaiah,IND,KARNATAKA,0,2009
12,67,25466411,Bangalore Central,0,Graduate,0,candidate.php?candidate_id=1314,H.T.Sangliana,INC,KARNATAKA,0,2009
13,37,Nil,Bangalore Central,0,10th Pass,0,candidate.php?candidate_id=1746,Ifthaquar Ali Bhutto,ANC,KARNATAKA,0,2009
14,64,3150000,Bangalore Central,0,Graduate,1300000,candidate.php?candidate_id=1747,J.D.Elangovan,IJP,KARNATAKA,0,2009
15,60,20000,Bangalore Central,0,10th Pass,0,candidate.php?candidate_id=1748,Jayarama,IND,KARNATAKA,0,2009
16,61,96737000,Bangalore Central,0,Graduate,400000,candidate.php?candidate_id=1749,K. Prabhakara Reddy,KCVP,KARNATAKA,0,2009
17,41,1225000,Bangalore Central,0,Graduate,300000,candidate.php?candidate_id=1750,K.H.Ramalingareddy,IND,KARNATAKA,0,2009
18,38,11264000,Bangalore Central,0,10th Pass,225300,candidate.php?candidate_id=1751,K.Narasimha,IND,KARNATAKA,0,2009
19,77,4281635,Bangalore Central,0,Graduate,4500,candidate.php?candidate_id=1752,K.S.S.Iyengar,IND,KARNATAKA,0,2009
20,55,1305000,Bangalore Central,0,Not Given,0,candidate.php?candidate_id=1753,K.Shivaramanna,IND,KARNATAKA,0,2009
21,50,376000,Bangalore Central,0,Post Graduate,0,candidate.php?candidate_id=744,K.Uma,IND,KARNATAKA,0,2009
22,65,2923500,Bangalore Central,0,Graduate,0,candidate.php?candidate_id=1754,M.A.Ashwatha Narayana Setty,IND,KARNATAKA,0,2009
23,42,12000,Bangalore Central,0,Graduate Professional,0,candidate.php?candidate_id=1756,Meer Layaq Hussain,IND,KARNATAKA,0,2009
24,34,6000,Bangalore Central,0,12th Pass,80000,candidate.php?candidate_id=1757,P.Parthiban,IND,KARNATAKA,0,2009
25,49,9624700,Bangalore Central,0,Graduate,2362124,candidate.php?candidate_id=1759,R.Raj,IND,KARNATAKA,0,2009
26,50,223789,Bangalore Central,0,5th Pass,0,candidate.php?candidate_id=1760,S.Kodandaram,IND,KARNATAKA,0,2009
27,44,300000,Bangalore Central,0,10th Pass,0,candidate.php?candidate_id=1761,S.M.Krishna,BPJP,KARNATAKA,0,2009
28,67,12950000,Bangalore Central,0,Graduate,819000,candidate.php?candidate_id=1762,S.N.Sharma,IND,KARNATAKA,0,2009
29,50,80000,Bangalore Central,0,Not Given,0,candidate.php?candidate_id=1763,Shaffi Ahmed,IND,KARNATAKA,0,2009
30,54,2060000,Bangalore Central,0,8th Pass,37000,candidate.php?candidate_id=1764,Shaik Bahadur,IND,KARNATAKA,0,2009
31,43,3643500,Bangalore Central,0,Graduate,250000,candidate.php?candidate_id=1765,Shashikumar A.R,IND,KARNATAKA,0,2009
32,45,7239000,Bangalore Central,0,Graduate,978532,candidate.php?candidate_id=1767,T.K.Premkumar,PPOI,KARNATAKA,0,2009
33,42,256530,Bangalore Central,1,Graduate,0,candidate.php?candidate_id=1768,Umashankar,IND,KARNATAKA,0,2009
34,37,39080502,Bangalore Central,1,Post Graduate,975000,candidate.php?candidate_id=2447,Vijay Raj Singh,BSP,KARNATAKA,0,2009
35,61,14812000,Bangalore Central,0,Graduate,1650000,candidate.php?candidate_id=1769,Vijaya Bhaskar N,IND,KARNATAKA,0,2009
36,43,4441200,Bangalore Central,1,8th Pass,0,candidate.php?candidate_id=743,Zameer Ahmed Khan.B.Z,JD(S),KARNATAKA,0,2009
0,73,20840751,Bangalore North,0,Graduate Professional,0,candidate.php?candidate_id=1302,D.B. Chandre Gowda,BJP,KARNATAKA,1,2009
1,39,10000,Bangalore North,0,10th Pass,0,candidate.php?candidate_id=1639,Abdul Jaleel,IND,KARNATAKA,0,2009
2,34,340000,Bangalore North,0,Post Graduate,0,candidate.php?candidate_id=1640,Anchan Khanna,IND,KARNATAKA,0,2009
3,38,484000,Bangalore North,0,10th Pass,0,candidate.php?candidate_id=1644,B.K. Chandra,IND,KARNATAKA,0,2009
4,45,688000,Bangalore North,0,10th Pass,0,candidate.php?candidate_id=1680,C Krishnamurthy,IND,KARNATAKA,0,2009
5,75,163774065,Bangalore North,1,12th Pass,550790,candidate.php?candidate_id=1304,C. K. Jaffer Sharief,INC,KARNATAKA,0,2009
6,68,3851000,Bangalore North,0,10th Pass,55000,candidate.php?candidate_id=1682,G S Kumar,IND,KARNATAKA,0,2009
7,30,20000,Bangalore North,0,Post Graduate,0,candidate.php?candidate_id=1683,H A Shivakumar,IND,KARNATAKA,0,2009
8,46,Nil,Bangalore North,0,8th Pass,0,candidate.php?candidate_id=1684,H Pillaiah,IND,KARNATAKA,0,2009
9,39,12877483,Bangalore North,0,Graduate,2500000,candidate.php?candidate_id=1685,Joseph Solomon,IND,KARNATAKA,0,2009
10,57,Nil,Bangalore North,0,8th Pass,0,candidate.php?candidate_id=1686,K. Sathyanarayana,IND,KARNATAKA,0,2009
11,51,700000,Bangalore North,0,5th Pass,0,candidate.php?candidate_id=625,K.A. Mohan,IND,KARNATAKA,0,2009
12,36,10000,Bangalore North,0,10th Pass,0,candidate.php?candidate_id=1687,Kanyakumar,IND,KARNATAKA,0,2009
13,64,50000,Bangalore North,0,5th Pass,0,candidate.php?candidate_id=1688,L. Lakshmaiah,IND,KARNATAKA,0,2009
14,52,6463000,Bangalore North,0,12th Pass,18000,candidate.php?candidate_id=1689,L. Nagaraj,IND,KARNATAKA,0,2009
15,39,1000000,Bangalore North,0,Post Graduate,120000,candidate.php?candidate_id=1690,M Tippuvardan,BPJP,KARNATAKA,0,2009
16,42,12000,Bangalore North,0,Graduate Professional,0,candidate.php?candidate_id=1692,Meer Layaq Hussain,IND,KARNATAKA,0,2009
17,50,8248000,Bangalore North,0,12th Pass,5000,candidate.php?candidate_id=1693,MU Venkateshaiah,IND,KARNATAKA,0,2009
18,33,1675000,Bangalore North,0,Graduate,193000,candidate.php?candidate_id=1694,N. Harish Gowda,IND,KARNATAKA,0,2009
19,43,45693782,Bangalore North,2,Graduate,18715693,candidate.php?candidate_id=1303,Padmaa K Bhat,BSP,KARNATAKA,0,2009
20,52,Nil,Bangalore North,0,Graduate,0,candidate.php?candidate_id=1695,S M Raju,IND,KARNATAKA,0,2009
21,48,1075502000,Bangalore North,2,Post Graduate,300000,candidate.php?candidate_id=624,Surendra Babu. R.,JD(S),KARNATAKA,0,2009
22,50,50000,Bangalore North,0,10th Pass,0,candidate.php?candidate_id=1703,Syed Akbar Basha,IND,KARNATAKA,0,2009
23,33,185000,Bangalore North,0,12th Pass,0,candidate.php?candidate_id=1704,T B Madwaraja,IND,KARNATAKA,0,2009
24,45,655000,Bangalore North,0,10th Pass,160000,candidate.php?candidate_id=1705,T.R. Chandrahasa,IND,KARNATAKA,0,2009
25,38,2881500,Bangalore North,0,Graduate,0,candidate.php?candidate_id=1706,V Prasanna Kumar,IND,KARNATAKA,0,2009
26,63,276000,Bangalore North,0,10th Pass,120000,candidate.php?candidate_id=1707,Venkatesa Setty,IND,KARNATAKA,0,2009
27,48,2666500,Bangalore North,0,Graduate Professional,710000,candidate.php?candidate_id=1708,Zafer Mohiuddin,IND,KARNATAKA,0,2009
0,50,491683477,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,3,Graduate,336237223,candidate.php?candidate_id=2047,H D KUMARA SWAMY,JD(S),KARNATAKA,1,2009
1,30,105000,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,0,Graduate,0,candidate.php?candidate_id=1605,AGNISHREENIVAS.Y.E,IND,KARNATAKA,0,2009
2,45,90320150,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,4,Graduate,0,candidate.php?candidate_id=626,C P Yogeeshwra,BJP,KARNATAKA,0,2009
3,28,120000,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,0,Graduate,0,candidate.php?candidate_id=1610,C.KUMARASWAMY,IND,KARNATAKA,0,2009
4,56,747000,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,0,5th Pass,3000,candidate.php?candidate_id=1608,C.THOPAIAH,JD(U),KARNATAKA,0,2009
5,43,62000,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,1,8th Pass,0,candidate.php?candidate_id=1609,D.KUMARASWAMY,IND,KARNATAKA,0,2009
6,50,500000,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,0,Post Graduate,0,candidate.php?candidate_id=1611,Dr. K.PADMARAJAN,IND,KARNATAKA,0,2009
7,40,395600,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,0,10th Pass,25000,candidate.php?candidate_id=6423,K.PUTTAMADEGOWDA,IND,KARNATAKA,0,2009
8,46,266000,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,1,10th Pass,465000,candidate.php?candidate_id=1161,KRISHNAPPA,IND,KARNATAKA,0,2009
9,54,1407000,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,0,Graduate,300000,candidate.php?candidate_id=793,Mohamed Hafeez Ullah,BSP,KARNATAKA,0,2009
10,60,110937,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,0,5th Pass,50000,candidate.php?candidate_id=6422,T.M.MANCHEGOWDA,IND,KARNATAKA,0,2009
11,42,7290000,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,1,Doctorate,6600000,candidate.php?candidate_id=1160,TEJASVINI GOWDA,INC,KARNATAKA,0,2009
12,33,1600000,Bangalore Rural BANGALORE RURAL : BYE- ELECTION ON 21-08-2013,0,Graduate,0,candidate.php?candidate_id=1620,Y.Chinnapa,IND,KARNATAKA,0,2009
0,49,12206366,Bangalore South,0,Graduate Professional,0,candidate.php?candidate_id=503,Ananth Kumar,BJP,KARNATAKA,1,2009
1,50,865000,Bangalore South,0,10th Pass,0,candidate.php?candidate_id=1477,ABHIMANI NARENDRA,IND,KARNATAKA,0,2009
2,38,1515000,Bangalore South,0,Graduate,30000,candidate.php?candidate_id=1349,B.M.GOVINDRAJ NAIK,ABHM,KARNATAKA,0,2009
3,62,4249900,Bangalore South,0,Post Graduate,2456,candidate.php?candidate_id=2449,B.SHIVARAMAPPA,PPOI,KARNATAKA,0,2009
4,57,668963000,Bangalore South,0,Graduate,21600000,candidate.php?candidate_id=791,CAPT.G.R.GOPINATH,IND,KARNATAKA,0,2009
5,48,148315,Bangalore South,0,Post Graduate,0,candidate.php?candidate_id=504,Dr. Jayalakshmi.H.G,IND,KARNATAKA,0,2009
6,58,Nil,Bangalore South,0,Not Given,0,candidate.php?candidate_id=1449,GANESH HANUMANTARAO MOKHASHI,IND,KARNATAKA,0,2009
7,46,1246492,Bangalore South,0,Post Graduate,1011732,candidate.php?candidate_id=2448,K.C.JANARDHAN,IND,KARNATAKA,0,2009
8,54,3267400,Bangalore South,0,8th Pass,623990,candidate.php?candidate_id=505,K.M.Narayana,IND,KARNATAKA,0,2009
9,39,287000,Bangalore South,0,Not Given,0,candidate.php?candidate_id=1450,KHADER ALI KHAN,IND,KARNATAKA,0,2009
10,36,30855494,Bangalore South,0,Post Graduate,9900000,candidate.php?candidate_id=1163,Krishna Byre Gowda C.B.,INC,KARNATAKA,0,2009
11,40,25000,Bangalore South,0,8th Pass,0,candidate.php?candidate_id=2451,MADESH.C,IND,KARNATAKA,0,2009
12,44,83000,Bangalore South,0,Graduate,6300000,candidate.php?candidate_id=2452,MURALI DHARA.D.J,IND,KARNATAKA,0,2009
13,47,875000,Bangalore South,0,Graduate,720000,candidate.php?candidate_id=637,NAHEEDA SALMA S,BSP,KARNATAKA,0,2009
14,37,40000,Bangalore South,0,10th Pass,0,candidate.php?candidate_id=2453,P.JOHN BASCO,AIJMK,KARNATAKA,0,2009
15,62,27086394,Bangalore South,0,Post Graduate,2327241,candidate.php?candidate_id=1164,Prof. RADHAKRISHNA.K.E,JD(S),KARNATAKA,0,2009
16,27,3880,Bangalore South,0,12th Pass,10621,candidate.php?candidate_id=2455,RAVI KUMARA.T,IND,KARNATAKA,0,2009
17,33,511,Bangalore South,0,12th Pass,0,candidate.php?candidate_id=506,Santhosh Min.B,IND,KARNATAKA,0,2009
18,59,5744734,Bangalore South,0,Graduate,0,candidate.php?candidate_id=2456,SUGANDHA RAJE URS,IND,KARNATAKA,0,2009
19,60,22771000,Bangalore South,11,10th Pass,0,candidate.php?candidate_id=1165,VATAL NAGARAJ,KCVP,KARNATAKA,0,2009
0,55,221734263,Belgaum,2,Graduate Professional,43392842,candidate.php?candidate_id=2036,Angadi Suresh Channabasappa,BJP,KARNATAKA,1,2009
1,31,3935405,Belgaum,0,10th Pass,731400,candidate.php?candidate_id=6425,ALLAPPA RAMAPPA PATIL,IND,KARNATAKA,0,2009
2,49,40495119,Belgaum,0,Post Graduate,256964,candidate.php?candidate_id=692,Amarsinh Vasantrao Patil,INC,KARNATAKA,0,2009
3,56,21161000,Belgaum,0,Graduate Professional,200000,candidate.php?candidate_id=1446,APPAYYAGOUDA BASAGOUDA PATIL,JD(S),KARNATAKA,0,2009
4,28,150000,Belgaum,0,12th Pass,0,candidate.php?candidate_id=2037,Hanaji Ashok Pandu,IND,KARNATAKA,0,2009
5,40,65342,Belgaum,1,Literate,0,candidate.php?candidate_id=2038,KASTURI BASANAGOUDA BHAVI,IND,KARNATAKA,0,2009
6,29,225000,Belgaum,0,Graduate,0,candidate.php?candidate_id=2040,Mohan Hanamant Gadiwaddar,IND,KARNATAKA,0,2009
7,66,4521442,Belgaum,0,Graduate,148000,candidate.php?candidate_id=2043,RAMACHANDRA MAREPPA TORGAL (CHALAWADI),IND,KARNATAKA,0,2009
8,66,4371442,Belgaum,0,Graduate,148000,candidate.php?candidate_id=2042,RAMANAGOUDA SIDDANGOUDA PATIL,BSP,KARNATAKA,0,2009
9,47,90000,Belgaum,0,10th Pass,0,candidate.php?candidate_id=2044,VIJAYKUMAR JEENADATH UPADYA,IND,KARNATAKA,0,2009
0,35,46572264,Bellary,0,12th Pass,0,candidate.php?candidate_id=722,J. SHANTHA,BJP,KARNATAKA,1,2009
1,60,55000,Bellary,0,Not Given,0,candidate.php?candidate_id=2075,B. RAMAIAH,IND,KARNATAKA,0,2009
2,29,Nil,Bellary,0,Literate,0,candidate.php?candidate_id=725,CHOWDAPPA,CPI(ML)(L),KARNATAKA,0,2009
3,70,150000,Bellary,0,Not Given,0,candidate.php?candidate_id=2076,D. GANGANNA,IND,KARNATAKA,0,2009
4,69,1925000,Bellary,0,Post Graduate,0,candidate.php?candidate_id=723,N.Y.Hanumanthappa,INC,KARNATAKA,0,2009
5,41,425774,Bellary,0,Post Graduate,0,candidate.php?candidate_id=2077,RAMANJANAPPA,IND,KARNATAKA,0,2009
6,44,10000,Bellary,0,Graduate,50000,candidate.php?candidate_id=724,T.NAGENDRA,BSP,KARNATAKA,0,2009
0,73,142394557,Bidar,5,Post Graduate,43958832,candidate.php?candidate_id=627,N. Dharamsingh,INC,KARNATAKA,1,2009
1,55,21000,Bidar,0,Not Given,350500,candidate.php?candidate_id=7452,ADVOCATE MOULVI ZAMEERUDDIN,NDEP,KARNATAKA,0,2009
2,54,Nil,Bidar,0,12th Pass,125000,candidate.php?candidate_id=7455,AMRUTHAPPA.M.D,IND,KARNATAKA,0,2009
3,53,10903000,Bidar,0,10th Pass,0,candidate.php?candidate_id=7483,BASWARAJ PAILWAN OKALLI,IND,KARNATAKA,0,2009
4,52,600000,Bidar,0,Not Given,50000,candidate.php?candidate_id=7480,DEVENDRAPPA SANGRAMAPPA PATIL,IND,KARNATAKA,0,2009
5,59,850000,Bidar,0,Graduate,0,candidate.php?candidate_id=7479,DONGAPURE SHANT KUMAR,IND,KARNATAKA,0,2009
6,48,372000,Bidar,0,10th Pass,62500,candidate.php?candidate_id=7478,JADHAV VENKAT RAO GYANOBA RAO,IND,KARNATAKA,0,2009
7,49,17647627,Bidar,1,10th Pass,2680929,candidate.php?candidate_id=7450,JAGANNATH.R.JAMADAR,BSP,KARNATAKA,0,2009
8,29,50000,Bidar,0,Not Given,0,candidate.php?candidate_id=7477,KHAJA SAMEEUDDIN KHAJA MOINUDDIN,IND,KARNATAKA,0,2009
9,33,200000,Bidar,0,8th Pass,0,candidate.php?candidate_id=7484,MANJILE MIYYA PEER SAB QURESH,IND,KARNATAKA,0,2009
10,36,21000,Bidar,0,12th Pass,22000,candidate.php?candidate_id=7476,MD ARSHAD AHMED ANSARI,IND,KARNATAKA,0,2009
11,58,8065000,Bidar,0,12th Pass,0,candidate.php?candidate_id=7485,MD OSMAN ALI LAKHPATI,IND,KARNATAKA,0,2009
12,32,Nil,Bidar,0,Post Graduate,0,candidate.php?candidate_id=7486,MUFTI SHAIKH ABDUL GAFFAR QASMI,IND,KARNATAKA,0,2009
13,69,Nil,Bidar,0,Not Given,0,candidate.php?candidate_id=2460,Narsappa,IND,KARNATAKA,0,2009
14,41,53000000,Bidar,0,12th Pass,1000000,candidate.php?candidate_id=7481,PARMESHWAR RAMCHANDRA,IND,KARNATAKA,0,2009
15,57,2000,Bidar,0,Not Given,0,candidate.php?candidate_id=7482,PASHAMIYA ESMAIL SAB,IND,KARNATAKA,0,2009
16,43,516396,Bidar,0,12th Pass,0,candidate.php?candidate_id=7489,SAMEEUDDIN BANDELI,IND,KARNATAKA,0,2009
17,55,630000,Bidar,0,Graduate,30000,candidate.php?candidate_id=7488,SHIVARAJ TIMMANNA BOKKE,IND,KARNATAKA,0,2009
18,42,400000,Bidar,0,Not Given,0,candidate.php?candidate_id=7454,SHRAVAN SANGONDA BHANDE,RSP,KARNATAKA,0,2009
19,49,1496078273,Bidar,0,10th Pass,109491079,candidate.php?candidate_id=7451,SUBHASH TIPPANNA NELGE,JD(S),KARNATAKA,0,2009
20,55,180255,Bidar,0,10th Pass,0,candidate.php?candidate_id=7456,SURESH SWAMY TALGHATKER,IND,KARNATAKA,0,2009
21,45,140000,Bidar,0,12th Pass,0,candidate.php?candidate_id=7490,SYED QUBUL ULLAHUSSIANI (SAJID),IND,KARNATAKA,0,2009
22,51,417000,Bidar,0,Not Given,0,candidate.php?candidate_id=7487,YASHWANTH NARSING,IND,KARNATAKA,0,2009
23,58,240000,Bidar,0,Post Graduate,0,candidate.php?candidate_id=2461,Yevate Patil Shrimanth,IND,KARNATAKA,0,2009
0,57,11753725,Bijapur,0,Graduate,3902460,candidate.php?candidate_id=631,Jigajinagi Ramesh Chandappa,BJP,KARNATAKA,1,2009
1,46,3815000,Bijapur,0,12th Pass,300000,candidate.php?candidate_id=4587,Almellkar Vilasbabu Basalingappa,JD(S),KARNATAKA,0,2009
2,35,200000,Bijapur,0,Post Graduate,0,candidate.php?candidate_id=6426,ARAKERI NIRMALA SRINIVAS,IND,KARNATAKA,0,2009
3,54,7317000,Bijapur,0,Graduate,650000,candidate.php?candidate_id=6427,CHALAWADI RAMANNA,IND,KARNATAKA,0,2009
4,33,280000,Bijapur,0,Graduate,0,candidate.php?candidate_id=6430,HARIJAN AMBANNA TUKARAM,IND,KARNATAKA,0,2009
5,54,2184000,Bijapur,0,Graduate,365000,candidate.php?candidate_id=629,KANAMADI SUDHAKAR MALLESH,BSP,KARNATAKA,0,2009
6,38,1004000,Bijapur,0,Graduate,75000,candidate.php?candidate_id=6432,LAMANI CHANDRAKANT RUPASING,LJP,KARNATAKA,0,2009
7,48,350000,Bijapur,0,5th Pass,60000,candidate.php?candidate_id=6431,NARASAPPA TIPPANNA BANDIWADDAR,SKP,KARNATAKA,0,2009
8,48,28319348,Bijapur,1,Post Graduate,16344341,candidate.php?candidate_id=4588,PRAKASH KUBASING RATHOD,INC,KARNATAKA,0,2009
9,46,2402200,Bijapur,0,Post Graduate,0,candidate.php?candidate_id=6429,SEVALAL SOMASHEKAR PURAPPA,IND,KARNATAKA,0,2009
0,48,16729619,Chamarajanagar,0,Post Graduate,3896431,candidate.php?candidate_id=2687,R.DHRUVANARAYANA,INC,KARNATAKA,1,2009
1,60,1267000,Chamarajanagar,0,10th Pass,75000,candidate.php?candidate_id=2675,BHEEMAIAH,IND,KARNATAKA,0,2009
2,37,562543,Chamarajanagar,0,Graduate,165000,candidate.php?candidate_id=2676,CHOWDAHALLI JAVARAIAH,CPI(ML)(L),KARNATAKA,0,2009
3,62,5772000,Chamarajanagar,0,Post Graduate,0,candidate.php?candidate_id=2677,Dr.M.C.RAJANNA,IND,KARNATAKA,0,2009
4,37,1361000,Chamarajanagar,0,12th Pass,505260,candidate.php?candidate_id=2678,K.C.SHIVANANDA,JD(U),KARNATAKA,0,2009
5,73,14200000,Chamarajanagar,0,Post Graduate,113350,candidate.php?candidate_id=2681,M.K.KEMPASIDDAIAH,SP,KARNATAKA,0,2009
6,55,17154377,Chamarajanagar,2,Graduate Professional,3613836,candidate.php?candidate_id=2682,M.SHIVANNA(KOTE),JD(S),KARNATAKA,0,2009
7,53,5155619,Chamarajanagar,0,Post Graduate,0,candidate.php?candidate_id=2683,N MAHESH,BSP,KARNATAKA,0,2009
8,35,9000,Chamarajanagar,0,Graduate,0,candidate.php?candidate_id=2684,P.B.YOGENDRA,IND,KARNATAKA,0,2009
9,28,1622000,Chamarajanagar,0,Graduate,0,candidate.php?candidate_id=2685,PURUSHOTHAMA R,IND,KARNATAKA,0,2009
10,32,7556785,Chamarajanagar,0,10th Pass,3000000,candidate.php?candidate_id=2686,R JAGADISH NAIK,BSC,KARNATAKA,0,2009
11,32,76841,Chamarajanagar,0,Graduate,0,candidate.php?candidate_id=2688,RAMESH M,IND,KARNATAKA,0,2009
12,41,Nil,Chamarajanagar,0,10th Pass,0,candidate.php?candidate_id=2689,SUBBAIAH,IND,KARNATAKA,0,2009
0,69,29374446,Chikkballapur,0,Graduate,1083264,candidate.php?candidate_id=628,M. Veerappa Moily,INC,KARNATAKA,1,2009
1,50,Nil,Chikkballapur,0,5th Pass,0,candidate.php?candidate_id=6437,A.N.BACHEGOWDA,IND,KARNATAKA,0,2009
2,40,6020000,Chikkballapur,0,10th Pass,0,candidate.php?candidate_id=6443,B.SHIVARAJA,IND,KARNATAKA,0,2009
3,56,522620590,Chikkballapur,0,10th Pass,11849671,candidate.php?candidate_id=2246,C.Aswathanarayana,BJP,KARNATAKA,0,2009
4,29,137079566,Chikkballapur,0,Graduate,89446460,candidate.php?candidate_id=4589,C.R.MANOHAR,JD(S),KARNATAKA,0,2009
5,62,3269000,Chikkballapur,0,Post Graduate,5023,candidate.php?candidate_id=2079,G.B.Muthukumar,IND,KARNATAKA,0,2009
6,45,Nil,Chikkballapur,0,Not Given,100000,candidate.php?candidate_id=6441,G.N. RAVI,IND,KARNATAKA,0,2009
7,62,650000,Chikkballapur,0,10th Pass,0,candidate.php?candidate_id=2080,G.Narayanappa,IND,KARNATAKA,0,2009
8,38,4313000,Chikkballapur,0,12th Pass,220000,candidate.php?candidate_id=6433,H.R.SHIVAKUMAR,IND,KARNATAKA,0,2009
9,49,14507500,Chikkballapur,0,12th Pass,0,candidate.php?candidate_id=4590,HENNURU LAKSHMINARAYANA,BSP,KARNATAKA,0,2009
10,54,183840,Chikkballapur,0,10th Pass,0,candidate.php?candidate_id=6436,K.S.CHANDRASHEKARA RAO (AZAD),IND,KARNATAKA,0,2009
11,36,70000,Chikkballapur,0,Graduate,0,candidate.php?candidate_id=6442,K.VENKATAREDDY,IND,KARNATAKA,0,2009
12,70,9550000,Chikkballapur,0,Graduate,0,candidate.php?candidate_id=2082,Krishnamurthy T,IND,KARNATAKA,0,2009
13,52,6463000,Chikkballapur,0,Not Given,18000,candidate.php?candidate_id=2083,L.Nagaraja,IND,KARNATAKA,0,2009
14,64,1210000,Chikkballapur,0,10th Pass,12000,candidate.php?candidate_id=6438,M.MUNIVENKATAIAH,IND,KARNATAKA,0,2009
15,40,760000,Chikkballapur,0,10th Pass,0,candidate.php?candidate_id=6435,M.RAMAKRISHNAIAH,PPOI,KARNATAKA,0,2009
16,30,3405000,Chikkballapur,0,10th Pass,600000,candidate.php?candidate_id=6439,M.RAMESH,IND,KARNATAKA,0,2009
17,55,2657755,Chikkballapur,0,Post Graduate,152526,candidate.php?candidate_id=6434,M.VENKATESH,BPJP,KARNATAKA,0,2009
18,32,3900000,Chikkballapur,0,10th Pass,100000,candidate.php?candidate_id=6440,RAVI GOKRE,IND,KARNATAKA,0,2009
19,42,35300000,Chikkballapur,0,Not Given,2000000,candidate.php?candidate_id=6444,Y.A.SIDDALINGEGOWDA,IND,KARNATAKA,0,2009
0,44,28352578,Chikkodi,1,12th Pass,0,candidate.php?candidate_id=4574,KATTI RAMESH VISHWANATH,BJP,KARNATAKA,1,2009
1,32,1042000,Chikkodi,0,Post Graduate,10000,candidate.php?candidate_id=2313,Banashankari Bhimappa Ittappa,IND,KARNATAKA,0,2009
2,62,17786032,Chikkodi,0,10th Pass,1512092,candidate.php?candidate_id=745,Hukkeri Prakash Babanna,INC,KARNATAKA,0,2009
3,60,500000,Chikkodi,0,5th Pass,50000,candidate.php?candidate_id=2315,Mallappa Khatanve,IND,KARNATAKA,0,2009
4,37,105500,Chikkodi,0,8th Pass,0,candidate.php?candidate_id=6424,SHAILA SURESH KOLI,IND,KARNATAKA,0,2009
5,42,7362522,Chikkodi,1,Graduate,355000,candidate.php?candidate_id=2317,SHIVANAND WANTAMURI SIDDAMALLAPPA,BSP,KARNATAKA,0,2009
6,32,1050000,Chikkodi,0,10th Pass,700000,candidate.php?candidate_id=2318,Yashwant Manohar Sutar,IND,KARNATAKA,0,2009
0,41,22836000,Chitradurga,0,Post Graduate,0,candidate.php?candidate_id=713,JANARDHANA SWAMY,BJP,KARNATAKA,1,2009
1,33,20000,Chitradurga,0,Not Given,300000,candidate.php?candidate_id=2661,B SUJATHA,IND,KARNATAKA,0,2009
2,37,1088000,Chitradurga,0,Doctorate,160000,candidate.php?candidate_id=712,B THIPPESWAMY,INC,KARNATAKA,0,2009
3,48,Nil,Chitradurga,0,Not Given,0,candidate.php?candidate_id=2665,GANESHA,IND,KARNATAKA,0,2009
4,59,18239203,Chitradurga,0,Graduate,411158,candidate.php?candidate_id=2666,HANUMANTHAPPA TEGNOOR,IND,KARNATAKA,0,2009
5,61,2223423,Chitradurga,0,Not Given,210000,candidate.php?candidate_id=2667,K H DURGASIMHA,IND,KARNATAKA,0,2009
6,58,812300,Chitradurga,0,12th Pass,0,candidate.php?candidate_id=714,M JAYANNA,BSP,KARNATAKA,0,2009
7,54,5542146,Chitradurga,0,Post Graduate,1500000,candidate.php?candidate_id=2669,M KUMBHAIAH,IND,KARNATAKA,0,2009
8,42,41550000,Chitradurga,0,Not Given,0,candidate.php?candidate_id=715,M RATHNAKAR,JD(S),KARNATAKA,0,2009
9,49,543000,Chitradurga,0,Post Graduate,0,candidate.php?candidate_id=2671,RAMACHANDRA,IND,KARNATAKA,0,2009
10,46,9400000,Chitradurga,0,Graduate,0,candidate.php?candidate_id=794,SHASHISHEKAR NAIK,RJD,KARNATAKA,0,2009
0,42,5391279,Dakshina Kannada,1,10th Pass,2844596,candidate.php?candidate_id=4638,Nalin Kumar Kateel,BJP,KARNATAKA,1,2009
1,59,1397499,Dakshina Kannada,0,Graduate Professional,107000,candidate.php?candidate_id=4631,Ananda Gatty,IND,KARNATAKA,0,2009
2,55,39915000,Dakshina Kannada,0,Post Graduate,12420000,candidate.php?candidate_id=4635,Dr Thirumala Raya Halemane,IND,KARNATAKA,0,2009
3,59,19613000,Dakshina Kannada,4,Graduate Professional,4386000,candidate.php?candidate_id=4636,Dr U.P.Shivananda,IND,KARNATAKA,0,2009
